term_str|n|p|i|dfidf|porter_stem|max_pos|max_pos_group|stop|ngram_length
clench|1|0.0003291639236339697|11.568906154502084|11.568906154502084|clench|VBP|VERB|0|1
cleo|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cleo|NNS|NOUN|0|1
clergies|1|0.0003291639236339697|11.568906154502084|11.568906154502084|clergi|NNS|NOUN|0|1
clerk|1|0.0003291639236339697|11.568906154502084|11.568906154502084|clerk|NN|NOUN|0|1
cleveland|12|0.0026333113890717576|8.568906154502084|68.55124923601667|cleveland|NN|NOUN|0|1
clever|13|0.0019749835418038184|8.983943653780928|53.90366192268557|clever|JJ|ADJ|0|1
cleverly|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cleverli|RB|ADV|0|1
cliche|1|0.0003291639236339697|11.568906154502084|11.568906154502084|clich|NN|NOUN|0|1
cliché|22|0.0009874917709019092|9.983943653780928|29.951830961342786|cliché|NN|NOUN|0|1
click|34|0.005924950625411455|7.398981153059771|133.18166075507588|click|NN|NOUN|0|1
clickclack|1|0.0003291639236339697|11.568906154502084|11.568906154502084|clickclack|VB|VERB|0|1
clicked|4|0.0013166556945358788|9.568906154502084|38.27562461800834|click|VBD|VERB|0|1
clickin|4|0.0013166556945358788|9.568906154502084|38.27562461800834|clickin|VBP|VERB|0|1
clicking|1|0.0003291639236339697|11.568906154502084|11.568906154502084|click|VBG|VERB|0|1
clicks|1|0.0003291639236339697|11.568906154502084|11.568906154502084|click|NNS|NOUN|0|1
clicquot|1|0.0003291639236339697|11.568906154502084|11.568906154502084|clicquot|NN|NOUN|0|1
client|1|0.0003291639236339697|11.568906154502084|11.568906154502084|client|NN|NOUN|0|1
cliff|3|0.0009874917709019092|9.983943653780928|29.951830961342786|cliff|NN|NOUN|0|1
cliffside|6|0.0013166556945358788|9.568906154502084|38.27562461800834|cliffsid|NN|NOUN|0|1
climate|1|0.0003291639236339697|11.568906154502084|11.568906154502084|climat|NN|NOUN|0|1
climax|3|0.0009874917709019092|9.983943653780928|29.951830961342786|climax|NN|NOUN|0|1
climb|43|0.007570770243581304|7.04534419844507|162.0429165642366|climb|VB|VERB|0|1
climbaaa|1|0.0003291639236339697|11.568906154502084|11.568906154502084|climbaaa|VB|VERB|0|1
climbed|4|0.0013166556945358788|9.568906154502084|38.27562461800834|climb|VBD|VERB|0|1
climbin|3|0.0009874917709019092|9.983943653780928|29.951830961342786|climbin|NN|NOUN|0|1
climbing|6|0.0019749835418038184|8.983943653780928|53.90366192268557|climb|VBG|VERB|0|1
cling|6|0.0009874917709019092|9.983943653780928|29.951830961342786|cling|VBG|VERB|0|1
clings|2|0.0006583278472679394|10.568906154502084|21.13781230900417|cling|NNS|NOUN|0|1
clingy|2|0.0006583278472679394|10.568906154502084|21.13781230900417|clingi|JJ|ADJ|0|1
clinic|2|0.0006583278472679394|10.568906154502084|21.13781230900417|clinic|JJ|ADJ|0|1
clink|2|0.0006583278472679394|10.568906154502084|21.13781230900417|clink|NN|NOUN|0|1
clinkin|1|0.0003291639236339697|11.568906154502084|11.568906154502084|clinkin|VBP|VERB|0|1
clinking|4|0.0003291639236339697|11.568906154502084|11.568906154502084|clink|VBG|VERB|0|1
clint|4|0.0013166556945358788|9.568906154502084|38.27562461800834|clint|NN|NOUN|0|1
clinton|1|0.0003291639236339697|11.568906154502084|11.568906154502084|clinton|JJ|ADJ|0|1
clip|22|0.005595786701777485|7.481443313251744|127.18453632527965|clip|NN|NOUN|0|1
clipped|1|0.0003291639236339697|11.568906154502084|11.568906154502084|clip|VBN|VERB|0|1
clippers|2|0.0006583278472679394|10.568906154502084|21.13781230900417|clipper|NNS|NOUN|0|1
clips|10|0.0026333113890717576|8.568906154502084|68.55124923601667|clip|NNS|NOUN|0|1
cliqua|2|0.0003291639236339697|11.568906154502084|11.568906154502084|cliqua|NN|NOUN|0|1
clique|11|0.0029624753127057276|8.39898115305977|75.59083037753793|cliqu|NN|NOUN|0|1
clit|2|0.0006583278472679394|10.568906154502084|21.13781230900417|clit|NN|NOUN|0|1
clitoris|1|0.0003291639236339697|11.568906154502084|11.568906154502084|clitori|NN|NOUN|0|1
clive|2|0.0006583278472679394|10.568906154502084|21.13781230900417|clive|JJ|ADJ|0|1
cloaked|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cloak|VBN|VERB|0|1
cloaks|2|0.0006583278472679394|10.568906154502084|21.13781230900417|cloak|NNS|NOUN|0|1
clock|16|0.005266622778143515|7.568906154502083|121.10249847203333|clock|NN|NOUN|0|1
clocking|1|0.0003291639236339697|11.568906154502084|11.568906154502084|clock|VBG|VERB|0|1
clocks|9|0.0006583278472679394|10.568906154502084|21.13781230900417|clock|NNS|NOUN|0|1
clogged|1|0.0003291639236339697|11.568906154502084|11.568906154502084|clog|VBN|VERB|0|1
clone|2|0.0006583278472679394|10.568906154502084|21.13781230900417|clone|NN|NOUN|0|1
clones|2|0.0006583278472679394|10.568906154502084|21.13781230900417|clone|NNS|NOUN|0|1
cloning|1|0.0003291639236339697|11.568906154502084|11.568906154502084|clone|VBG|VERB|0|1
close|418|0.06714944042132982|3.896480812530588|794.8820857562399|close|RB|ADV|0|1
closeable|1|0.0003291639236339697|11.568906154502084|11.568906154502084|closeabl|JJ|ADJ|0|1
closed|49|0.012508229098090849|6.320978641058498|240.19718836022292|close|VBD|VERB|0|1
closely|8|0.002304147465437788|8.761551232444479|61.330858627111354|close|RB|ADV|0|1
closer|131|0.02337063857801185|5.419159034997401|384.76029148481547|closer|JJR|ADJ|0|1
closercloser|1|0.0003291639236339697|11.568906154502084|11.568906154502084|closerclos|NN|NOUN|0|1
closes|1|0.0003291639236339697|11.568906154502084|11.568906154502084|close|VBZ|VERB|0|1
closest|18|0.003949967083607637|7.983943653780927|95.80732384537113|closest|JJS|ADJ|0|1
closet|37|0.009874917709019092|6.662015558893565|199.86046676680695|closet|NN|NOUN|0|1
closets|2|0.0006583278472679394|10.568906154502084|21.13781230900417|closet|NNS|NOUN|0|1
closeup|35|0.0003291639236339697|11.568906154502084|11.568906154502084|closeup|NN|NOUN|0|1
closin|3|0.0009874917709019092|9.983943653780928|29.951830961342786|closin|NN|NOUN|0|1
closing|15|0.0032916392363396972|8.24697805961472|82.4697805961472|close|VBG|VERB|0|1
closure|27|0.002304147465437788|8.761551232444479|61.330858627111354|closur|NN|NOUN|0|1
cloth|10|0.0029624753127057276|8.39898115305977|75.59083037753793|cloth|NN|NOUN|0|1
clothe|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cloth|NN|NOUN|0|1
clothes|138|0.024358130348913758|5.359452788873134|396.59950637661194|cloth|NNS|NOUN|0|1
clothing|4|0.0013166556945358788|9.568906154502084|38.27562461800834|cloth|NN|NOUN|0|1
cloud|18|0.005595786701777485|7.481443313251744|127.18453632527965|cloud|NN|NOUN|0|1
clouded|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cloud|VBN|VERB|0|1
cloudin|2|0.0006583278472679394|10.568906154502084|21.13781230900417|cloudin|VB|VERB|0|1
clouds|78|0.016787360105332456|5.896480812530588|300.72052143906|cloud|NNS|NOUN|0|1
cloudy|7|0.0009874917709019092|9.983943653780928|29.951830961342786|cloudi|JJ|ADJ|0|1
clover|5|0.0016458196181698486|9.24697805961472|46.2348902980736|clover|NN|NOUN|0|1
cloves|1|0.0003291639236339697|11.568906154502084|11.568906154502084|clove|NNS|NOUN|0|1
clown|22|0.004279131007241606|7.8684664363609915|102.2900636726929|clown|JJ|ADJ|0|1
clowned|1|0.0003291639236339697|11.568906154502084|11.568906154502084|clown|VBD|VERB|0|1
clowning|1|0.0003291639236339697|11.568906154502084|11.568906154502084|clown|VBG|VERB|0|1
clowns|20|0.005266622778143515|7.568906154502083|121.10249847203333|clown|NNS|NOUN|0|1
club|299|0.051678736010533244|4.274285405610456|671.0628086808416|club|NN|NOUN|0|1
clubbin|1|0.0003291639236339697|11.568906154502084|11.568906154502084|clubbin|JJ|ADJ|0|1
clubbing|4|0.0013166556945358788|9.568906154502084|38.27562461800834|club|VBG|VERB|0|1
clubs|21|0.006254114549045424|7.320978641058498|139.09859418011146|club|NNS|NOUN|0|1
cluck|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cluck|VB|VERB|0|1
cluckin|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cluckin|VBP|VERB|0|1
clue|10|0.0026333113890717576|8.568906154502084|68.55124923601667|clue|NN|NOUN|0|1
clues|5|0.0009874917709019092|9.983943653780928|29.951830961342786|clue|NNS|NOUN|0|1
clumsy|9|0.0019749835418038184|8.983943653780928|53.90366192268557|clumsi|JJ|ADJ|0|1
clung|2|0.0003291639236339697|11.568906154502084|11.568906154502084|clung|NN|NOUN|0|1
clutch|12|0.003620803159973667|8.109474535864786|89.20421989451265|clutch|NN|NOUN|0|1
clutches|1|0.0003291639236339697|11.568906154502084|11.568906154502084|clutch|NNS|NOUN|0|1
clutching|4|0.0013166556945358788|9.568906154502084|38.27562461800834|clutch|VBG|VERB|0|1
cluttered|1|0.0003291639236339697|11.568906154502084|11.568906154502084|clutter|VBN|VERB|0|1
clyde|18|0.004608294930875576|7.7615512324444795|108.66171725422271|clyde|NN|NOUN|0|1
cm|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cm|VBP|VERB|0|1
cmb|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cmb|NN|NOUN|0|1
cmon|37|0.007570770243581304|7.04534419844507|162.0429165642366|cmon|NN|NOUN|0|1
cn|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cn|NN|NOUN|0|1
cnn|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cnn|NN|NOUN|0|1
cnote|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cnote|NN|NOUN|0|1
cnotes|2|0.0006583278472679394|10.568906154502084|21.13781230900417|cnote|NNS|NOUN|0|1
co|5|0.0013166556945358788|9.568906154502084|38.27562461800834|co|NN|NOUN|1|1
coach|10|0.0029624753127057276|8.39898115305977|75.59083037753793|coach|NN|NOUN|0|1
coacha|1|0.0003291639236339697|11.568906154502084|11.568906154502084|coacha|JJ|ADJ|0|1
coachella|17|0.004279131007241606|7.8684664363609915|102.2900636726929|coachella|NN|NOUN|0|1
coachin|1|0.0003291639236339697|11.568906154502084|11.568906154502084|coachin|JJ|ADJ|0|1
coal|3|0.0003291639236339697|11.568906154502084|11.568906154502084|coal|VBN|VERB|0|1
coalition|3|0.0006583278472679394|10.568906154502084|21.13781230900417|coalit|NN|NOUN|0|1
coals|1|0.0003291639236339697|11.568906154502084|11.568906154502084|coal|NNS|NOUN|0|1
coast|56|0.007899934167215274|6.983943653780927|167.61464769074226|coast|NN|NOUN|0|1
coasta|2|0.0003291639236339697|11.568906154502084|11.568906154502084|coasta|JJ|ADJ|0|1
coastal|2|0.0003291639236339697|11.568906154502084|11.568906154502084|coastal|JJ|ADJ|0|1
coaster|25|0.003949967083607637|7.983943653780927|95.80732384537113|coaster|NN|NOUN|0|1
coastin|9|0.0009874917709019092|9.983943653780928|29.951830961342786|coastin|NN|NOUN|0|1
coasting|1|0.0003291639236339697|11.568906154502084|11.568906154502084|coast|VBG|VERB|0|1
coasts|1|0.0003291639236339697|11.568906154502084|11.568906154502084|coast|NNS|NOUN|0|1
coat|28|0.007241606319947334|7.109474535864786|156.4084397890253|coat|NN|NOUN|0|1
coats|33|0.003949967083607637|7.983943653780927|95.80732384537113|coat|NNS|NOUN|0|1
coaxed|1|0.0003291639236339697|11.568906154502084|11.568906154502084|coax|VBP|VERB|0|1
cobain|9|0.0006583278472679394|10.568906154502084|21.13781230900417|cobain|NN|NOUN|0|1
cobble|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cobbl|JJ|ADJ|0|1
cobblestone|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cobbleston|NN|NOUN|0|1
cobblestones|8|0.0026333113890717576|8.568906154502084|68.55124923601667|cobbleston|NNS|NOUN|0|1
cobra|3|0.0009874917709019092|9.983943653780928|29.951830961342786|cobra|NN|NOUN|0|1
coca|6|0.0013166556945358788|9.568906154502084|38.27562461800834|coca|NN|NOUN|0|1
cocaina|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cocaina|NN|NOUN|0|1
cocaine|15|0.003949967083607637|7.983943653780927|95.80732384537113|cocain|NN|NOUN|0|1
cocino|2|0.0006583278472679394|10.568906154502084|21.13781230900417|cocino|NN|NOUN|0|1
cock|19|0.004279131007241606|7.8684664363609915|102.2900636726929|cock|NN|NOUN|0|1
cockadoodledoo|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cockadoodledoo|NN|NOUN|0|1
cockeyed|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cockey|JJ|ADJ|0|1
cockiana|2|0.0003291639236339697|11.568906154502084|11.568906154502084|cockiana|NN|NOUN|0|1
cockin|9|0.0019749835418038184|8.983943653780928|53.90366192268557|cockin|NN|NOUN|0|1
cockiness|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cocki|NN|NOUN|0|1
cockpit|3|0.0006583278472679394|10.568906154502084|21.13781230900417|cockpit|NN|NOUN|0|1
cocktails|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cocktail|NNS|NOUN|0|1
cocky|14|0.003620803159973667|8.109474535864786|89.20421989451265|cocki|JJ|ADJ|0|1
coco|16|0.0019749835418038184|8.983943653780928|53.90366192268557|coco|NN|NOUN|0|1
cocoa|8|0.0009874917709019092|9.983943653780928|29.951830961342786|cocoa|NN|NOUN|0|1
cococopy|4|0.0006583278472679394|10.568906154502084|21.13781230900417|cococopi|NN|NOUN|0|1
coconut|2|0.0006583278472679394|10.568906154502084|21.13781230900417|coconut|NN|NOUN|0|1
code|26|0.005924950625411455|7.398981153059771|133.18166075507588|code|NN|NOUN|0|1
codecode|1|0.0003291639236339697|11.568906154502084|11.568906154502084|codecod|NN|NOUN|0|1
codeine|22|0.0029624753127057276|8.39898115305977|75.59083037753793|codein|NN|NOUN|0|1
codenames|1|0.0003291639236339697|11.568906154502084|11.568906154502084|codenam|NNS|NOUN|0|1
codes|2|0.0006583278472679394|10.568906154502084|21.13781230900417|code|NNS|NOUN|0|1
coding|2|0.0003291639236339697|11.568906154502084|11.568906154502084|code|NN|NOUN|0|1
codirect|2|0.0006583278472679394|10.568906154502084|21.13781230900417|codirect|VB|VERB|0|1
cody|29|0.002304147465437788|8.761551232444479|61.330858627111354|codi|NN|NOUN|0|1
coexecutive|1|0.0003291639236339697|11.568906154502084|11.568906154502084|coexecut|JJ|ADJ|0|1
coexist|2|0.0003291639236339697|11.568906154502084|11.568906154502084|coexist|VBP|VERB|0|1
coffee|46|0.0065832784726793945|7.2469780596147215|144.93956119229443|coffe|NN|NOUN|0|1
coffin|6|0.0016458196181698486|9.24697805961472|46.2348902980736|coffin|NN|NOUN|0|1
coffins|1|0.0003291639236339697|11.568906154502084|11.568906154502084|coffin|NN|NOUN|0|1
cognac|2|0.0006583278472679394|10.568906154502084|21.13781230900417|cognac|NN|NOUN|0|1
cognacs|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cognac|NN|NOUN|0|1
coheadlining|1|0.0003291639236339697|11.568906154502084|11.568906154502084|coheadlin|VBG|VERB|0|1
cohen|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cohen|VBP|VERB|0|1
coi|1|0.0003291639236339697|11.568906154502084|11.568906154502084|coi|NN|NOUN|0|1
coiled|3|0.0009874917709019092|9.983943653780928|29.951830961342786|coil|VBD|VERB|0|1
coin|3|0.0009874917709019092|9.983943653780928|29.951830961342786|coin|NN|NOUN|0|1
coincide|2|0.0006583278472679394|10.568906154502084|21.13781230900417|coincid|JJ|ADJ|0|1
coincidental|1|0.0003291639236339697|11.568906154502084|11.568906154502084|coincident|JJ|ADJ|0|1
coincides|3|0.0009874917709019092|9.983943653780928|29.951830961342786|coincid|NNS|NOUN|0|1
coined|1|0.0003291639236339697|11.568906154502084|11.568906154502084|coin|VBD|VERB|0|1
coins|6|0.0019749835418038184|8.983943653780928|53.90366192268557|coin|NNS|NOUN|0|1
cointel|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cointel|NN|NOUN|0|1
coke|18|0.005595786701777485|7.481443313251744|127.18453632527965|coke|NN|NOUN|0|1
cokecola|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cokecola|NN|NOUN|0|1
cokio|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cokio|NN|NOUN|0|1
coladain|1|0.0003291639236339697|11.568906154502084|11.568906154502084|coladain|NN|NOUN|0|1
colbie|10|0.0003291639236339697|11.568906154502084|11.568906154502084|colbi|JJ|ADJ|0|1
cold|379|0.05924950625411455|4.0770530581724085|733.8695504710336|cold|JJ|ADJ|0|1
colde|1|0.0003291639236339697|11.568906154502084|11.568906154502084|cold|NN|NOUN|0|1
colder|45|0.008229098090849244|6.925049964727359|173.12624911818398|colder|NN|NOUN|0|1
coldest|8|0.0026333113890717576|8.568906154502084|68.55124923601667|coldest|JJS|ADJ|0|1
coldhearted|2|0.0003291639236339697|11.568906154502084|11.568906154502084|coldheart|VBD|VERB|0|1
coldplay|1|0.0003291639236339697|11.568906154502084|11.568906154502084|coldplay|VBP|VERB|0|1
cole|18|0.003620803159973667|8.109474535864786|89.20421989451265|cole|NN|NOUN|0|1
coleman|1|0.0003291639236339697|11.568906154502084|11.568906154502084|coleman|JJ|ADJ|0|1
coles|4|0.0003291639236339697|11.568906154502084|11.568906154502084|cole|NNS|NOUN|0|1
colin|8|0.0013166556945358788|9.568906154502084|38.27562461800834|colin|NN|NOUN|0|1
collaborate|1|0.0003291639236339697|11.568906154502084|11.568906154502084|collabor|NN|NOUN|0|1
collaboration|2|0.0006583278472679394|10.568906154502084|21.13781230900417|collabor|NN|NOUN|0|1
collaborative|3|0.0003291639236339697|11.568906154502084|11.568906154502084|collabor|JJ|ADJ|0|1
collaborators|1|0.0003291639236339697|11.568906154502084|11.568906154502084|collabor|NNS|NOUN|0|1
collage|1|0.0003291639236339697|11.568906154502084|11.568906154502084|collag|NN|NOUN|0|1
collapse|2|0.0006583278472679394|10.568906154502084|21.13781230900417|collaps|NN|NOUN|0|1
collapsin|1|0.0003291639236339697|11.568906154502084|11.568906154502084|collapsin|JJ|ADJ|0|1
collar|3|0.0009874917709019092|9.983943653780928|29.951830961342786|collar|NN|NOUN|0|1
collard|2|0.0006583278472679394|10.568906154502084|21.13781230900417|collard|NN|NOUN|0|1
collars|2|0.0006583278472679394|10.568906154502084|21.13781230900417|collar|NNS|NOUN|0|1
colleague|1|0.0003291639236339697|11.568906154502084|11.568906154502084|colleagu|NN|NOUN|0|1
collect|12|0.0032916392363396972|8.24697805961472|82.4697805961472|collect|VBP|VERB|0|1
collected|4|0.0009874917709019092|9.983943653780928|29.951830961342786|collect|VBN|VERB|0|1
collectin|4|0.0003291639236339697|11.568906154502084|11.568906154502084|collectin|NN|NOUN|0|1
collecting|6|0.0019749835418038184|8.983943653780928|53.90366192268557|collect|VBG|VERB|0|1
collection|5|0.0016458196181698486|9.24697805961472|46.2348902980736|collect|NN|NOUN|0|1
collections|2|0.0006583278472679394|10.568906154502084|21.13781230900417|collect|NNS|NOUN|0|1
collective|1|0.0003291639236339697|11.568906154502084|11.568906154502084|collect|JJ|ADJ|0|1
collectively|1|0.0003291639236339697|11.568906154502084|11.568906154502084|collect|RB|ADV|0|1
collector|1|0.0003291639236339697|11.568906154502084|11.568906154502084|collector|NN|NOUN|0|1
colleen|2|0.0006583278472679394|10.568906154502084|21.13781230900417|colleen|JJ|ADJ|0|1
college|33|0.008229098090849244|6.925049964727359|173.12624911818398|colleg|NN|NOUN|0|1
colleges|1|0.0003291639236339697|11.568906154502084|11.568906154502084|colleg|NNS|NOUN|0|1
collegy|1|0.0003291639236339697|11.568906154502084|11.568906154502084|collegi|JJ|ADJ|0|1
collide|4|0.0009874917709019092|9.983943653780928|29.951830961342786|collid|VBP|VERB|0|1
collin|1|0.0003291639236339697|11.568906154502084|11.568906154502084|collin|NN|NOUN|0|1
collins|1|0.0003291639236339697|11.568906154502084|11.568906154502084|collin|VBZ|VERB|0|1
collision|2|0.0006583278472679394|10.568906154502084|21.13781230900417|collis|NN|NOUN|0|1
collisionspoken|1|0.0003291639236339697|11.568906154502084|11.568906154502084|collisionspoken|VBP|VERB|0|1
cologne|29|0.003949967083607637|7.983943653780927|95.80732384537113|cologn|NN|NOUN|0|1
colombia|1|0.0003291639236339697|11.568906154502084|11.568906154502084|colombia|JJ|ADJ|0|1
colonial|1|0.0003291639236339697|11.568906154502084|11.568906154502084|coloni|JJ|ADJ|0|1
colonized|1|0.0003291639236339697|11.568906154502084|11.568906154502084|colon|VBN|VERB|0|1
color|45|0.012179065174456879|6.359452788873134|235.29975318830597|color|NN|NOUN|0|1
colorado|11|0.0026333113890717576|8.568906154502084|68.55124923601667|colorado|NN|NOUN|0|1
colorblind|3|0.0006583278472679394|10.568906154502084|21.13781230900417|colorblind|JJ|ADJ|0|1
colored|3|0.0009874917709019092|9.983943653780928|29.951830961342786|color|VBD|VERB|0|1
colors|34|0.008558262014483212|6.8684664363609915|178.5801273453858|color|NNS|NOUN|0|1
colossal|1|0.0003291639236339697|11.568906154502084|11.568906154502084|coloss|NN|NOUN|0|1
colour|5|0.0009874917709019092|9.983943653780928|29.951830961342786|colour|NN|NOUN|0|1
colouring|1|0.0003291639236339697|11.568906154502084|11.568906154502084|colour|VBG|VERB|0|1
colours|2|0.0006583278472679394|10.568906154502084|21.13781230900417|colour|VBZ|VERB|0|1
columbia|6|0.0016458196181698486|9.24697805961472|46.2348902980736|columbia|NN|NOUN|0|1
columbine|2|0.0006583278472679394|10.568906154502084|21.13781230900417|columbin|VBP|VERB|0|1
columbus|10|0.002304147465437788|8.761551232444479|61.330858627111354|columbu|NN|NOUN|0|1
column|2|0.0006583278472679394|10.568906154502084|21.13781230900417|column|NN|NOUN|0|1
com|3|0.0006583278472679394|10.568906154502084|21.13781230900417|com|NN|NOUN|0|1
comatose|1|0.0003291639236339697|11.568906154502084|11.568906154502084|comatos|VBP|VERB|0|1
comb|1|0.0003291639236339697|11.568906154502084|11.568906154502084|comb|VBP|VERB|0|1
combat|8|0.0006583278472679394|10.568906154502084|21.13781230900417|combat|NN|NOUN|0|1
combination|3|0.0009874917709019092|9.983943653780928|29.951830961342786|combin|NN|NOUN|0|1
combine|1|0.0003291639236339697|11.568906154502084|11.568906154502084|combin|VBP|VERB|0|1
combined|3|0.0009874917709019092|9.983943653780928|29.951830961342786|combin|VBN|VERB|0|1
combo|1|0.0003291639236339697|11.568906154502084|11.568906154502084|combo|NN|NOUN|0|1
combs|1|0.0003291639236339697|11.568906154502084|11.568906154502084|comb|NNS|NOUN|0|1
comcomcomin|3|0.0006583278472679394|10.568906154502084|21.13781230900417|comcomcomin|VBP|VERB|0|1
come|2998|0.32027649769585254|1.642610159720972|1598.2596854085057|come|VBP|VERB|0|1
comeback|7|0.0019749835418038184|8.983943653780928|53.90366192268557|comeback|NN|NOUN|0|1
comedian|1|0.0003291639236339697|11.568906154502084|11.568906154502084|comedian|JJ|ADJ|0|1
comedy|3|0.0009874917709019092|9.983943653780928|29.951830961342786|comedi|NN|NOUN|0|1
comehome|1|0.0003291639236339697|11.568906154502084|11.568906154502084|comehom|VBP|VERB|0|1
comer|1|0.0003291639236339697|11.568906154502084|11.568906154502084|comer|NN|NOUN|0|1
comerica|1|0.0003291639236339697|11.568906154502084|11.568906154502084|comerica|VB|VERB|0|1
comes|308|0.050362080315997364|4.311518311809432|659.6623017068431|come|VBZ|VERB|0|1
comet|3|0.0009874917709019092|9.983943653780928|29.951830961342786|comet|NN|NOUN|0|1
comets|1|0.0003291639236339697|11.568906154502084|11.568906154502084|comet|NNS|NOUN|0|1
comeup|2|0.0006583278472679394|10.568906154502084|21.13781230900417|comeup|NN|NOUN|0|1
comfort|38|0.005595786701777485|7.481443313251744|127.18453632527965|comfort|NN|NOUN|0|1
comfortable|20|0.004279131007241606|7.8684664363609915|102.2900636726929|comfort|JJ|ADJ|0|1
comfortably|1|0.0003291639236339697|11.568906154502084|11.568906154502084|comfort|RB|ADV|0|1
comfortin|1|0.0003291639236339697|11.568906154502084|11.568906154502084|comfortin|NN|NOUN|0|1
comforts|1|0.0003291639236339697|11.568906154502084|11.568906154502084|comfort|VBZ|VERB|0|1
comfy|2|0.0006583278472679394|10.568906154502084|21.13781230900417|comfi|JJ|ADJ|0|1
comic|2|0.0006583278472679394|10.568906154502084|21.13781230900417|comic|JJ|ADJ|0|1
comical|1|0.0003291639236339697|11.568906154502084|11.568906154502084|comic|JJ|ADJ|0|1
comics|1|0.0003291639236339697|11.568906154502084|11.568906154502084|comic|NNS|NOUN|0|1
comin|211|0.04114549045424622|4.603121869839996|575.3902337299995|comin|NN|NOUN|0|1
coming|617|0.08163265306122448|3.6147098441152083|896.4480413405716|come|VBG|VERB|0|1
comingofage|2|0.0006583278472679394|10.568906154502084|21.13781230900417|comingofag|NN|NOUN|0|1
comma|7|0.0016458196181698486|9.24697805961472|46.2348902980736|comma|NN|NOUN|0|1
command|9|0.0019749835418038184|8.983943653780928|53.90366192268557|command|NN|NOUN|0|1
commanding|1|0.0003291639236339697|11.568906154502084|11.568906154502084|command|VBG|VERB|0|1
commandments|1|0.0003291639236339697|11.568906154502084|11.568906154502084|command|NNS|NOUN|0|1
commas|18|0.004608294930875576|7.7615512324444795|108.66171725422271|comma|NN|NOUN|0|1
comme|3|0.0006583278472679394|10.568906154502084|21.13781230900417|comm|NN|NOUN|0|1
commences|1|0.0003291639236339697|11.568906154502084|11.568906154502084|commenc|NNS|NOUN|0|1
commend|3|0.0009874917709019092|9.983943653780928|29.951830961342786|commend|VB|VERB|0|1
commensurate|1|0.0003291639236339697|11.568906154502084|11.568906154502084|commensur|NN|NOUN|0|1
comment|11|0.002304147465437788|8.761551232444479|61.330858627111354|comment|NN|NOUN|0|1
commenter|1|0.0003291639236339697|11.568906154502084|11.568906154502084|comment|NN|NOUN|0|1
comments|11|0.002304147465437788|8.761551232444479|61.330858627111354|comment|NNS|NOUN|0|1
commercial|11|0.0029624753127057276|8.39898115305977|75.59083037753793|commerci|JJ|ADJ|0|1
commercials|1|0.0003291639236339697|11.568906154502084|11.568906154502084|commerci|NN|NOUN|0|1
commerzbank|1|0.0003291639236339697|11.568906154502084|11.568906154502084|commerzbank|FW|OTHER|0|1
commin|1|0.0003291639236339697|11.568906154502084|11.568906154502084|commin|NN|NOUN|0|1
commission|2|0.0006583278472679394|10.568906154502084|21.13781230900417|commiss|NN|NOUN|0|1
commit|13|0.003620803159973667|8.109474535864786|89.20421989451265|commit|VBP|VERB|0|1
commited|1|0.0003291639236339697|11.568906154502084|11.568906154502084|commit|VBD|VERB|0|1
commitment|15|0.004937458854509546|7.662015558893565|114.93023338340348|commit|NN|NOUN|0|1
commitments|4|0.0003291639236339697|11.568906154502084|11.568906154502084|commit|NNS|NOUN|0|1
committed|9|0.0026333113890717576|8.568906154502084|68.55124923601667|commit|VBD|VERB|0|1
committee|2|0.0006583278472679394|10.568906154502084|21.13781230900417|committe|NN|NOUN|0|1
committing|1|0.0003291639236339697|11.568906154502084|11.568906154502084|commit|VBG|VERB|0|1
commodity|2|0.0006583278472679394|10.568906154502084|21.13781230900417|commod|NN|NOUN|0|1
common|20|0.004608294930875576|7.7615512324444795|108.66171725422271|common|JJ|ADJ|0|1
commonly|2|0.0006583278472679394|10.568906154502084|21.13781230900417|commonli|RB|ADV|0|1
commonwealth|1|0.0003291639236339697|11.568906154502084|11.568906154502084|commonwealth|NN|NOUN|0|1
commotion|1|0.0003291639236339697|11.568906154502084|11.568906154502084|commot|NN|NOUN|0|1
